rowid,Song Clean,ARTIST CLEAN,Release Year,COMBINED,First?,Year?,PlayCount,F*G
827,Doctor My Eyes,Jackson Browne,1972,Doctor My Eyes by Jackson Browne,1,1,9,9
828,Load Out/Stay,Jackson Browne,1977,Load Out/Stay by Jackson Browne,1,1,2,2
829,Redneck Friend,Jackson Browne,1973,Redneck Friend by Jackson Browne,1,1,1,1
830,Running On Empty,Jackson Browne,1977,Running On Empty by Jackson Browne,1,1,39,39
831,Somebody's Baby,Jackson Browne,1982,Somebody's Baby by Jackson Browne,1,1,7,7
832,Take It Easy,Jackson Browne,,Take It Easy by Jackson Browne,1,0,5,0
833,The Load-out/stay,Jackson Browne,1977,The Load-out/stay by Jackson Browne,1,1,21,21
834,The Road and the Sky,Jackson Browne,1977,The Road and the Sky by Jackson Browne,1,1,1,1
835,Funk #49,James Gang,1970,Funk #49 by James Gang,1,1,18,18
836,Walk Away,James Gang,,Walk Away by James Gang,1,0,10,0
837,YOU'VE GOT A FRIEND,JAMES TAYLOR,1971,YOU'VE GOT A FRIEND by JAMES TAYLOR,1,1,1,1
838,Been Caught Stealing,Jane's Addiction,1990,Been Caught Stealing by Jane's Addiction,1,1,3,3
839,Jane Says,Jane's Addiction,1988,Jane Says by Jane's Addiction,1,1,1,1
840,Get It While You Can,Janis Joplin,1971,Get It While You Can by Janis Joplin,1,1,1,1
841,Me and Bobby McGee,Janis Joplin,1971,Me and Bobby McGee by Janis Joplin,1,1,23,23
842,Move Over,Janis Joplin,1971,Move Over by Janis Joplin,1,1,2,2
843,Piece of My Heart,Janis Joplin,1968,Piece of My Heart by Janis Joplin,1,1,28,28
844,Summertime,Janis Joplin,,Summertime by Janis Joplin,1,0,3,0
845,Shakedown Cruise,Jay Ferguson,,Shakedown Cruise by Jay Ferguson,1,0,1,0
846,Thunder Island,Jay Ferguson,1978,Thunder Island by Jay Ferguson,1,1,3,3
847,Freeway Jam,Jeff Beck,1975,Freeway Jam by Jeff Beck,1,1,1,1
848,Rice Pudding,Jeff Beck,,Rice Pudding by Jeff Beck,1,0,1,0
849,Somebody to Love,Jefferson Airplane,1967,Somebody to Love by Jefferson Airplane,1,1,13,13
850,White Rabbit,Jefferson Airplane,1967,White Rabbit by Jefferson Airplane,1,1,23,23
851,Find Your Way Back,Jefferson Starship,,Find Your Way Back by Jefferson Starship,1,0,20,0
852,Jane,Jefferson Starship,1979,Jane by Jefferson Starship,1,1,32,32
853,Ride the Tiger,Jefferson Starship,,Ride the Tiger by Jefferson Starship,1,0,1,0
854,We Built This City,Jefferson Starship,1985,We Built This City by Jefferson Starship,1,1,3,3
855,Right Here Right Now,Jesus Jones,1991,Right Here Right Now by Jesus Jones,1,1,3,3
856,Are You Gonna Be My Girl,Jet,2003,Are You Gonna Be My Girl by Jet,1,1,1,1
857,Cold Hard Bitch,Jet,2004,Cold Hard Bitch by Jet,1,1,2,2
858,Aqualung,Jethro Tull,1971,Aqualung by Jethro Tull,1,1,21,21
859,Bungle In The Jungle,Jethro Tull,1974,Bungle In The Jungle by Jethro Tull,1,1,19,19
860,Cross-eyed Mary,Jethro Tull,1971,Cross-eyed Mary by Jethro Tull,1,1,12,12
861,Hymn 43,Jethro Tull,,Hymn 43 by Jethro Tull,1,0,1,0
862,Living In The Past,Jethro Tull,1969,Living In The Past by Jethro Tull,1,1,13,13
863,Locomotive Breath,Jethro Tull,1971,Locomotive Breath by Jethro Tull,1,1,53,53
864,Nothing Is Easy,Jethro Tull,,Nothing Is Easy by Jethro Tull,1,0,2,0
865,Teacher,Jethro Tull,1972,Teacher by Jethro Tull,1,1,17,17
866,Thick As A Brick,Jethro Tull,,Thick As A Brick by Jethro Tull,1,0,15,0
867,Too Old To Rock 'n' Roll,Jethro Tull,,Too Old To Rock 'n' Roll by Jethro Tull,1,0,10,0
868,TIME IN A BOTTLE,Jim Croce,1972,TIME IN A BOTTLE by Jim Croce,1,1,1,1
869,All Along the Watchtower,Jimi Hendrix,1968,All Along the Watchtower by Jimi Hendrix,1,1,141,141
870,Angel,Jimi Hendrix,1971,Angel by Jimi Hendrix,1,1,1,1
871,Are You Experienced?,Jimi Hendrix,1967,Are You Experienced? by Jimi Hendrix,1,1,4,4
872,Crosstown Traffic,Jimi Hendrix,1968,Crosstown Traffic by Jimi Hendrix,1,1,8,8
873,Dolly Dagger,Jimi Hendrix,1970,Dolly Dagger by Jimi Hendrix,1,1,3,3
874,Fire,Jimi Hendrix,1967,Fire by Jimi Hendrix,1,1,63,63
875,Foxey Lady,Jimi Hendrix,1967,Foxey Lady by Jimi Hendrix,1,1,50,50
876,Hey Joe,Jimi Hendrix,1966,Hey Joe by Jimi Hendrix,1,1,51,51
877,If 6 Was 9,Jimi Hendrix,,If 6 Was 9 by Jimi Hendrix,1,0,1,0
878,Like a Rolling Stone,Jimi Hendrix,,Like a Rolling Stone by Jimi Hendrix,1,0,1,0
879,Little Wing,Jimi Hendrix,1967,Little Wing by Jimi Hendrix,1,1,6,6
880,Manic Depression,Jimi Hendrix,1967,Manic Depression by Jimi Hendrix,1,1,7,7
881,Purple Haze,Jimi Hendrix,1967,Purple Haze by Jimi Hendrix,1,1,67,67
882,Red House,Jimi Hendrix,1967,Red House by Jimi Hendrix,1,1,4,4
883,Stone Free,Jimi Hendrix,1966,Stone Free by Jimi Hendrix,1,1,4,4
884,The Wind Cries Mary,Jimi Hendrix,1967,The Wind Cries Mary by Jimi Hendrix,1,1,21,21
885,Third Stone From The Sun,Jimi Hendrix,1967,Third Stone From The Sun by Jimi Hendrix,1,1,2,2
886,Voodoo Child (Slight Return),Jimi Hendrix,1968,Voodoo Child (Slight Return) by Jimi Hendrix,1,1,2,2
887,Margaritaville,Jimmy Buffett,1977,Margaritaville by Jimmy Buffett,1,1,17,17
888,Son of a Son of a Sailor,Jimmy Buffett,1978,Son of a Son of a Sailor by Jimmy Buffett,1,1,1,1
889,Why Don't We Get Drunk,Jimmy Buffett,1973,Why Don't We Get Drunk by Jimmy Buffett,1,1,2,2
890,Bad Reputation,Joan Jett,1981,Bad Reputation by Joan Jett,1,1,1,1
891,Crimson And Clover,Joan Jett,,Crimson And Clover by Joan Jett,1,0,6,0
892,I Hate Myself For Loving You,Joan Jett,1988,I Hate Myself For Loving You by Joan Jett,1,1,16,16
893,I Love Rock 'n Roll,Joan Jett,1981,I Love Rock 'n Roll by Joan Jett,1,1,82,82
894,Cry Me a River,Joe Cocker,,Cry Me a River by Joe Cocker,1,0,1,0
895,Feelin' Alright,Joe Cocker,,Feelin' Alright by Joe Cocker,1,0,33,0
896,The Letter,Joe Cocker,,The Letter by Joe Cocker,1,0,1,0
897,With A Little Help From My Friends,Joe Cocker,1968,With A Little Help From My Friends by Joe Cocker,1,1,9,9
898,You Can Leave Your Hat On (Live),Joe Cocker,,You Can Leave Your Hat On (Live) by Joe Cocker,1,0,1,0
899,Is She Really Going Out With Him?,Joe Jackson,1979,Is She Really Going Out With Him? by Joe Jackson,1,1,6,6
900,"Always With Me, Always With You",Joe Satriani,,"Always With Me, Always With You by Joe Satriani",1,0,5,0
901,Summer Song,Joe Satriani,,Summer Song by Joe Satriani,1,0,4,0
902,A Life Of Illusion,Joe Walsh,1981,A Life Of Illusion by Joe Walsh,1,1,5,5
903,All Night Long,Joe Walsh,1980,All Night Long by Joe Walsh,1,1,41,41
904,Analog Man,Joe Walsh,2012,Analog Man by Joe Walsh,1,1,1,1
905,Funk #49,Joe Walsh,2012,Funk #49 by Joe Walsh,1,1,4,4
906,In the City,Joe Walsh,1979,In the City by Joe Walsh,1,1,6,6
907,Life's Been Good,Joe Walsh,,Life's Been Good by Joe Walsh,1,0,91,0
908,Ordinary Average Guy,Joe Walsh,1991,Ordinary Average Guy by Joe Walsh,1,1,2,2
909,Rocky Mountain Way,Joe Walsh,1973,Rocky Mountain Way by Joe Walsh,1,1,70,70
910,The Confessor,Joe Walsh,,The Confessor by Joe Walsh,1,0,7,0
911,Turn To Stone,Joe Walsh,,Turn To Stone by Joe Walsh,1,0,2,0
912,On the Dark Side,John Cafferty,1983,On the Dark Side by John Cafferty,1,1,19,19
913,Centerfield,John Fogerty,1985,Centerfield by John Fogerty,1,1,11,11
914,The Old Man Down The Road,John Fogerty,1985,The Old Man Down The Road by John Fogerty,1,1,12,12
915,#9 Dream,John Lennon,1974,#9 Dream by John Lennon,1,1,2,2
916,Imagine,John Lennon,1971,Imagine by John Lennon,1,1,31,31
917,Instant Karma,John Lennon,1970,Instant Karma by John Lennon,1,1,21,21
918,Mind Games,John Lennon,,Mind Games by John Lennon,1,0,1,0
919,Watching the Wheels,John Lennon,1980,Watching the Wheels by John Lennon,1,1,14,14
920,Woman,John Lennon,1980,Woman by John Lennon,1,1,1,1
921,Again Tonight,John Mellencamp,,Again Tonight by John Mellencamp,1,0,1,0
922,Ain't Even Done With the Night,John Mellencamp,,Ain't Even Done With the Night by John Mellencamp,1,0,2,0
923,Authority Song,John Mellencamp,1983,Authority Song by John Mellencamp,1,1,20,20
924,Check It Out,John Mellencamp,,Check It Out by John Mellencamp,1,0,1,0
925,Cherry Bomb,John Mellencamp,,Cherry Bomb by John Mellencamp,1,0,1,0
926,Crumblin' Down,John Mellencamp,1983,Crumblin' Down by John Mellencamp,1,1,17,17
927,Hurts So Good,John Mellencamp,1982,Hurts So Good by John Mellencamp,1,1,40,40
928,I Need A Lover,John Mellencamp,1978,I Need A Lover by John Mellencamp,1,1,24,24
929,Jack & Diane,John Mellencamp,1982,Jack & Diane by John Mellencamp,1,1,73,73
930,Lonely Ol' Night,John Mellencamp,1985,Lonely Ol' Night by John Mellencamp,1,1,7,7
931,Paper in Fire,John Mellencamp,1987,Paper in Fire by John Mellencamp,1,1,1,1
932,Pink Houses,John Mellencamp,1984,Pink Houses by John Mellencamp,1,1,34,34
933,R.O.C.K. In the U.S.A.,John Mellencamp,1985,R.O.C.K. In the U.S.A. by John Mellencamp,1,1,4,4
934,Rain On The Scarecrow,John Mellencamp,1985,Rain On The Scarecrow by John Mellencamp,1,1,1,1
935,Small Town,John Mellencamp,1985,Small Town by John Mellencamp,1,1,55,55
936,What If I Came Knocking,John Mellencamp,,What If I Came Knocking by John Mellencamp,1,0,1,0
937,Illegal Smile,John Prine,,Illegal Smile by John Prine,1,0,1,0
938,I CAN SEE CLEARLY NOW,Johnny Nash,1972,I CAN SEE CLEARLY NOW by Johnny Nash,1,1,2,2
939,Brickyard Road,Johnny Van Zant,1990,Brickyard Road by Johnny Van Zant,1,1,1,1
940,Shanty,Jonathan Edwards,,Shanty by Jonathan Edwards,1,0,2,0
941,Roadrunner,Jonathan Richman,1977,Roadrunner by Jonathan Richman,1,1,1,1
942,Any Way You Want It,Journey,1980,Any Way You Want It by Journey,1,1,105,105
943,City of the Angels,Journey,,City of the Angels by Journey,1,0,4,0
944,Don't Stop Believin',Journey,1981,Don't Stop Believin' by Journey,1,1,105,105
945,Escape,Journey,,Escape by Journey,1,0,1,0
946,Faithfully,Journey,1983,Faithfully by Journey,1,1,14,14
947,Feeling That Way,Journey,1978,Feeling That Way by Journey,1,1,13,13
948,Just the Same Way,Journey,,Just the Same Way by Journey,1,0,4,0
949,Lights,Journey,1978,Lights by Journey,1,1,93,93
950,Look Into The Future,Journey,,Look Into The Future by Journey,1,0,1,0
951,"Lovin', Touchin' Squeezin'",Journey,1979,"Lovin', Touchin' Squeezin' by Journey",1,1,60,60
952,Only the Young,Journey,1985,Only the Young by Journey,1,1,3,3
953,Open Arms,Journey,1982,Open Arms by Journey,1,1,10,10
954,Send Her My Love,Journey,1983,Send Her My Love by Journey,1,1,1,1
955,Separate Ways (Worlds Apart),Journey,1983,Separate Ways (Worlds Apart) by Journey,1,1,100,100
956,Stone In Love,Journey,,Stone In Love by Journey,1,0,32,0
957,Wheel in the Sky,Journey,1978,Wheel in the Sky by Journey,1,1,114,114
958,Who's Crying Now,Journey,1981,Who's Crying Now by Journey,1,1,29,29
959,Breaking The Law,Judas Priest,1980,Breaking The Law by Judas Priest,1,1,7,7
960,Diamonds And Rust,Judas Priest,,Diamonds And Rust by Judas Priest,1,0,1,0
961,Electric Eye,Judas Priest,1982,Electric Eye by Judas Priest,1,1,1,1
962,Heading Out To The Highway,Judas Priest,,Heading Out To The Highway by Judas Priest,1,0,10,0
963,Hot Rockin',Judas Priest,,Hot Rockin' by Judas Priest,1,0,1,0
964,Living After Midnight,Judas Priest,1980,Living After Midnight by Judas Priest,1,1,32,32
965,The Ripper,Judas Priest,1976,The Ripper by Judas Priest,1,1,1,1
966,Turbo Lover,Judas Priest,,Turbo Lover by Judas Priest,1,0,1,0
967,You've Got Another Thing Comin',Judas Priest,,You've Got Another Thing Comin' by Judas Priest,1,0,26,0
968,Simple Man,Junkyard,,Simple Man by Junkyard,1,0,1,0
969,Carry On Wayward Son,Kansas,1976,Carry On Wayward Son by Kansas,1,1,134,134
970,Dust In The Wind,Kansas,1977,Dust In The Wind by Kansas,1,1,62,62
971,Play the Game Tonight,Kansas,1982,Play the Game Tonight by Kansas,1,1,1,1
972,Point of Know Return,Kansas,1977,Point of Know Return by Kansas,1,1,30,30
973,I'm Alright,Kenny Loggins,1980,I'm Alright by Kenny Loggins,1,1,5,5
974,Just Dropped In,Kenny Loggins,,Just Dropped In by Kenny Loggins,1,0,1,0
975,Blue On Black,Kenny Wayne Shepherd,,Blue On Black by Kenny Wayne Shepherd,1,0,15,0
976,"Somehow, Somewhere, Someway",Kenny Wayne Shepherd,,"Somehow, Somewhere, Someway by Kenny Wayne Shepherd",1,0,1,0
977,All Summer Long,Kid Rock,2007,All Summer Long by Kid Rock,1,1,8,8
978,Cowboy,Kid Rock,1998,Cowboy by Kid Rock,1,1,3,3
979,Let's Ride,Kid Rock,2012,Let's Ride by Kid Rock,1,1,1,1
980,If I Say,Kingofthehill,,If I Say by Kingofthehill,1,0,1,0
981,Sex On Fire,Kings of Leon,2008,Sex On Fire by Kings of Leon,1,1,1,1
982,Use Somebody,Kings of Leon,2008,Use Somebody by Kings of Leon,1,1,2,2
983,Beth,Kiss,1976,Beth by Kiss,1,1,2,2
984,Calling Dr. Love,Kiss,1976,Calling Dr. Love by Kiss,1,1,4,4
985,Christeen Sixteen,Kiss,,Christeen Sixteen by Kiss,1,0,1,0
986,Cold Gin,Kiss,1973,Cold Gin by Kiss,1,1,2,2
987,Detroit Rock City,Kiss,1976,Detroit Rock City by Kiss,1,1,27,27
988,Heaven's On Fire,Kiss,,Heaven's On Fire by Kiss,1,0,2,0
989,Lick It Up,Kiss,1983,Lick It Up by Kiss,1,1,4,4
990,Rock And Roll All Nite,Kiss,1975,Rock And Roll All Nite by Kiss,1,1,119,119
991,Shout It out Loud,Kiss,,Shout It out Loud by Kiss,1,0,5,0
992,Strutter,Kiss,1974,Strutter by Kiss,1,1,1,1
993,Tears Are Falling,Kiss,,Tears Are Falling by Kiss,1,0,1,0
994,Long Stick Goes Boom,Krokus,,Long Stick Goes Boom by Krokus,1,0,1,0
995,Screaming In The Night,Krokus,,Screaming In The Night by Krokus,1,0,3,0
996,Stayed Awake All Night,Krokus,,Stayed Awake All Night by Krokus,1,0,1,0
997,Sex Action,L.A. Guns,,Sex Action by L.A. Guns,1,0,1,0
998,Key To The Rhyme,Lake,,Key To The Rhyme by Lake,1,0,1,0
999,All My Love,Led Zeppelin,1979,All My Love by Led Zeppelin,1,1,83,83
1000,Babe I'm Gonna Leave You,Led Zeppelin,1969,Babe I'm Gonna Leave You by Led Zeppelin,1,1,24,24
